relationship_id,project_id,entity_id,relationship_type,financial_value_inr,is_primary,data_source
REL0000019,PRJ000004,SYN_VENDOR_051,PAID_TO,337800,FALSE,FUND_TRANSACTION_LEDGER
REL0000020,PRJ000004,SYN_DA_026,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000021,PRJ000005,SYN_AGENCY_073,IMPLEMENTED_BY,1832900,TRUE,MPLADS_SANCTION_ORDER
REL0000022,PRJ000005,SYN_DA_038,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000023,PRJ000005,SYN_CONTRACTOR_002,EXECUTED_BY,1558714,TRUE,WORK_ORDER
REL0000024,PRJ000005,SYN_SUPPLIER_042,SUPPLIED_BY,606900,FALSE,SUPPLY_ORDER_REGISTER
REL0000025,PRJ000005,SYN_CONTRACTOR_002,PAID_TO,1053100,TRUE,FUND_TRANSACTION_LEDGER
REL0000026,PRJ000005,SYN_SUPPLIER_042,PAID_TO,606900,FALSE,FUND_TRANSACTION_LEDGER
REL0000027,PRJ000005,SYN_DA_026,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000028,PRJ000006,SYN_AGENCY_014,IMPLEMENTED_BY,811600,TRUE,MPLADS_SANCTION_ORDER
REL0000029,PRJ000006,SYN_DA_038,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000030,PRJ000007,SYN_AGENCY_028,IMPLEMENTED_BY,3161300,TRUE,MPLADS_SANCTION_ORDER
REL0000031,PRJ000007,SYN_DA_038,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000032,PRJ000007,SYN_CONTRACTOR_075,EXECUTED_BY,2638387,TRUE,WORK_ORDER
REL0000033,PRJ000007,SYN_SUPPLIER_038,SUPPLIED_BY,417400,FALSE,SUPPLY_ORDER_REGISTER
REL0000034,PRJ000007,SYN_CONTRACTOR_075,PAID_TO,1107700,TRUE,FUND_TRANSACTION_LEDGER
REL0000035,PRJ000007,SYN_SUPPLIER_038,PAID_TO,417400,FALSE,FUND_TRANSACTION_LEDGER
REL0000036,PRJ000007,SYN_DA_038,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000037,PRJ000008,SYN_AGENCY_026,IMPLEMENTED_BY,1711700,TRUE,MPLADS_SANCTION_ORDER
REL0000038,PRJ000009,SYN_AGENCY_026,IMPLEMENTED_BY,2539700,TRUE,MPLADS_SANCTION_ORDER
REL0000039,PRJ000009,SYN_DA_017,FUNDED_THROUGH,922900,TRUE,FUND_RELEASE_LEDGER
REL0000040,PRJ000009,SYN_CONTRACTOR_157,EXECUTED_BY,2147439,TRUE,WORK_ORDER
REL0000041,PRJ000009,SYN_CONTRACTOR_157,PAID_TO,1393700,TRUE,FUND_TRANSACTION_LEDGER
REL0000042,PRJ000009,SYN_DA_017,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000043,PRJ000010,SYN_AGENCY_042,IMPLEMENTED_BY,1028000,TRUE,MPLADS_SANCTION_ORDER
REL0000044,PRJ000010,SYN_DA_017,FUNDED_THROUGH,779400,TRUE,FUND_RELEASE_LEDGER
REL0000045,PRJ000010,SYN_CONTRACTOR_105,EXECUTED_BY,931149,TRUE,WORK_ORDER
REL0000046,PRJ000010,SYN_VENDOR_048,SUPPLIED_BY,54400,FALSE,SUPPLY_ORDER_REGISTER
REL0000047,PRJ000010,SYN_CONTRACTOR_105,PAID_TO,82000,TRUE,FUND_TRANSACTION_LEDGER
REL0000048,PRJ000010,SYN_VENDOR_048,PAID_TO,54400,FALSE,FUND_TRANSACTION_LEDGER
REL0000049,PRJ000011,SYN_AGENCY_065,IMPLEMENTED_BY,1925200,TRUE,MPLADS_SANCTION_ORDER
REL0000050,PRJ000012,SYN_AGENCY_064,IMPLEMENTED_BY,907500,TRUE,MPLADS_SANCTION_ORDER
REL0000051,PRJ000012,SYN_DA_017,FUNDED_THROUGH,812700,TRUE,FUND_RELEASE_LEDGER
REL0000052,PRJ000012,SYN_CONTRACTOR_107,EXECUTED_BY,845100,TRUE,WORK_ORDER
REL0000053,PRJ000012,SYN_CONTRACTOR_107,PAID_TO,845100,TRUE,FUND_TRANSACTION_LEDGER
REL0000054,PRJ000012,SYN_DA_009,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000055,PRJ000013,SYN_AGENCY_023,IMPLEMENTED_BY,322700,TRUE,MPLADS_SANCTION_ORDER
REL0000056,PRJ000013,SYN_CONTRACTOR_104,EXECUTED_BY,316200,TRUE,WORK_ORDER
REL0000057,PRJ000013,SYN_CONTRACTOR_104,PAID_TO,316200,TRUE,FUND_TRANSACTION_LEDGER
REL0000058,PRJ000013,SYN_DA_010,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000059,PRJ000014,SYN_AGENCY_038,IMPLEMENTED_BY,1100000,TRUE,MPLADS_SANCTION_ORDER
REL0000060,PRJ000014,SYN_DA_017,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000061,PRJ000014,SYN_CONTRACTOR_104,EXECUTED_BY,956093,TRUE,WORK_ORDER
REL0000062,PRJ000014,SYN_CONTRACTOR_104,PAID_TO,430600,TRUE,FUND_TRANSACTION_LEDGER
REL0000063,PRJ000015,SYN_AGENCY_071,IMPLEMENTED_BY,762600,TRUE,MPLADS_SANCTION_ORDER
REL0000064,PRJ000015,SYN_DA_017,FUNDED_THROUGH,319000,TRUE,FUND_RELEASE_LEDGER
REL0000065,PRJ000015,SYN_CONTRACTOR_109,EXECUTED_BY,645987,TRUE,WORK_ORDER
REL0000066,PRJ000015,SYN_VENDOR_048,SUPPLIED_BY,752900,FALSE,SUPPLY_ORDER_REGISTER
REL0000067,PRJ000015,SYN_VENDOR_048,PAID_TO,752900,TRUE,FUND_TRANSACTION_LEDGER
REL0000068,PRJ000015,SYN_DA_016,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000069,PRJ000016,SYN_AGENCY_027,IMPLEMENTED_BY,4686900,TRUE,MPLADS_SANCTION_ORDER
REL0000070,PRJ000016,SYN_DA_017,FUNDED_THROUGH,1998300,TRUE,FUND_RELEASE_LEDGER
REL0000071,PRJ000017,SYN_AGENCY_002,IMPLEMENTED_BY,1814300,TRUE,MPLADS_SANCTION_ORDER
REL0000072,PRJ000017,SYN_DA_017,FUNDED_THROUGH,736700,TRUE,FUND_RELEASE_LEDGER
REL0000073,PRJ000017,SYN_CONTRACTOR_109,EXECUTED_BY,1709896,TRUE,WORK_ORDER
REL0000074,PRJ000017,SYN_VENDOR_021,SUPPLIED_BY,140200,FALSE,SUPPLY_ORDER_REGISTER
REL0000075,PRJ000017,SYN_CONTRACTOR_109,PAID_TO,158100,TRUE,FUND_TRANSACTION_LEDGER
REL0000076,PRJ000017,SYN_VENDOR_021,PAID_TO,140200,FALSE,FUND_TRANSACTION_LEDGER
REL0000077,PRJ000017,SYN_DA_017,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000078,PRJ000018,SYN_AGENCY_012,IMPLEMENTED_BY,1597700,TRUE,MPLADS_SANCTION_ORDER
REL0000079,PRJ000018,SYN_DA_017,FUNDED_THROUGH,924600,TRUE,FUND_RELEASE_LEDGER
REL0000080,PRJ000018,SYN_CONTRACTOR_105,EXECUTED_BY,1283860,TRUE,WORK_ORDER
REL0000081,PRJ000018,SYN_VENDOR_021,SUPPLIED_BY,874500,FALSE,SUPPLY_ORDER_REGISTER
REL0000082,PRJ000018,SYN_VENDOR_021,PAID_TO,874500,TRUE,FUND_TRANSACTION_LEDGER
REL0000083,PRJ000018,SYN_CONTRACTOR_105,PAID_TO,648500,FALSE,FUND_TRANSACTION_LEDGER
REL0000084,PRJ000018,SYN_DA_029,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000085,PRJ000019,SYN_AGENCY_060,IMPLEMENTED_BY,3600200,TRUE,MPLADS_SANCTION_ORDER
REL0000086,PRJ000019,SYN_DA_004,FUNDED_THROUGH,1599500,TRUE,FUND_RELEASE_LEDGER
REL0000087,PRJ000019,SYN_CONTRACTOR_007,EXECUTED_BY,2937008,TRUE,WORK_ORDER
REL0000088,PRJ000019,SYN_SUPPLIER_015,SUPPLIED_BY,29800,FALSE,SUPPLY_ORDER_REGISTER
REL0000089,PRJ000019,SYN_CONTRACTOR_007,PAID_TO,71300,TRUE,FUND_TRANSACTION_LEDGER
REL0000090,PRJ000019,SYN_SUPPLIER_015,PAID_TO,29800,FALSE,FUND_TRANSACTION_LEDGER
REL0000091,PRJ000019,SYN_DA_029,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000092,PRJ000020,SYN_AGENCY_034,IMPLEMENTED_BY,861800,TRUE,MPLADS_SANCTION_ORDER
REL0000093,PRJ000020,SYN_DA_044,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000094,PRJ000021,SYN_AGENCY_079,IMPLEMENTED_BY,3708700,TRUE,MPLADS_SANCTION_ORDER
REL0000095,PRJ000021,SYN_DA_044,FUNDED_THROUGH,1377300,TRUE,FUND_RELEASE_LEDGER
REL0000096,PRJ000021,SYN_CONTRACTOR_140,EXECUTED_BY,2915267,TRUE,WORK_ORDER
REL0000097,PRJ000021,SYN_SUPPLIER_012,SUPPLIED_BY,720300,FALSE,SUPPLY_ORDER_REGISTER
REL0000098,PRJ000021,SYN_CONTRACTOR_140,PAID_TO,2911600,TRUE,FUND_TRANSACTION_LEDGER
REL0000099,PRJ000021,SYN_SUPPLIER_012,PAID_TO,720300,FALSE,FUND_TRANSACTION_LEDGER
REL0000100,PRJ000021,SYN_DA_029,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000101,PRJ000022,SYN_AGENCY_034,IMPLEMENTED_BY,738600,TRUE,MPLADS_SANCTION_ORDER
REL0000102,PRJ000022,SYN_DA_004,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000103,PRJ000022,SYN_CONTRACTOR_007,EXECUTED_BY,674895,TRUE,WORK_ORDER
REL0000104,PRJ000022,SYN_CONTRACTOR_007,PAID_TO,657600,TRUE,FUND_TRANSACTION_LEDGER
REL0000105,PRJ000023,SYN_AGENCY_032,IMPLEMENTED_BY,1446500,TRUE,MPLADS_SANCTION_ORDER
REL0000106,PRJ000023,SYN_DA_044,FUNDED_THROUGH,554900,TRUE,FUND_RELEASE_LEDGER
REL0000107,PRJ000023,SYN_CONTRACTOR_048,EXECUTED_BY,1101679,TRUE,WORK_ORDER
REL0000108,PRJ000023,SYN_SUPPLIER_012,SUPPLIED_BY,425700,FALSE,SUPPLY_ORDER_REGISTER
REL0000109,PRJ000023,SYN_CONTRACTOR_048,PAID_TO,980200,TRUE,FUND_TRANSACTION_LEDGER
REL0000110,PRJ000023,SYN_SUPPLIER_012,PAID_TO,425700,FALSE,FUND_TRANSACTION_LEDGER
REL0000111,PRJ000024,SYN_AGENCY_021,IMPLEMENTED_BY,367300,TRUE,MPLADS_SANCTION_ORDER
REL0000112,PRJ000024,SYN_DA_044,FUNDED_THROUGH,325000,TRUE,FUND_RELEASE_LEDGER
REL0000113,PRJ000024,SYN_CONTRACTOR_125,EXECUTED_BY,348712,TRUE,WORK_ORDER
REL0000114,PRJ000024,SYN_CONTRACTOR_125,PAID_TO,343700,TRUE,FUND_TRANSACTION_LEDGER
REL0000115,PRJ000024,SYN_DA_044,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000116,PRJ000025,SYN_AGENCY_013,IMPLEMENTED_BY,1328300,TRUE,MPLADS_SANCTION_ORDER
REL0000117,PRJ000025,SYN_CONTRACTOR_023,EXECUTED_BY,1231284,TRUE,WORK_ORDER
REL0000118,PRJ000025,SYN_CONTRACTOR_023,PAID_TO,650900,TRUE,FUND_TRANSACTION_LEDGER
REL0000119,PRJ000026,SYN_AGENCY_079,IMPLEMENTED_BY,196300,TRUE,MPLADS_SANCTION_ORDER
REL0000120,PRJ000026,SYN_DA_004,FUNDED_THROUGH,137900,TRUE,FUND_RELEASE_LEDGER
REL0000121,PRJ000026,SYN_CONTRACTOR_025,EXECUTED_BY,181568,TRUE,WORK_ORDER
REL0000122,PRJ000026,SYN_SUPPLIER_015,SUPPLIED_BY,16700,FALSE,SUPPLY_ORDER_REGISTER
REL0000123,PRJ000026,SYN_CONTRACTOR_025,PAID_TO,17800,TRUE,FUND_TRANSACTION_LEDGER
REL0000124,PRJ000026,SYN_SUPPLIER_015,PAID_TO,16700,FALSE,FUND_TRANSACTION_LEDGER
REL0000125,PRJ000027,SYN_AGENCY_047,IMPLEMENTED_BY,6035000,TRUE,MPLADS_SANCTION_ORDER
REL0000126,PRJ000027,SYN_CONTRACTOR_017,EXECUTED_BY,4669598,TRUE,WORK_ORDER
REL0000127,PRJ000027,SYN_SUPPLIER_034,SUPPLIED_BY,1501000,FALSE,SUPPLY_ORDER_REGISTER
REL0000128,PRJ000027,SYN_CONTRACTOR_017,PAID_TO,3712500,TRUE,FUND_TRANSACTION_LEDGER
REL0000129,PRJ000027,SYN_SUPPLIER_034,PAID_TO,1501000,FALSE,FUND_TRANSACTION_LEDGER
REL0000130,PRJ000028,SYN_AGENCY_046,IMPLEMENTED_BY,638700,TRUE,MPLADS_SANCTION_ORDER
REL0000131,PRJ000029,SYN_AGENCY_007,IMPLEMENTED_BY,1031100,TRUE,MPLADS_SANCTION_ORDER
REL0000132,PRJ000029,SYN_DA_007,FUNDED_THROUGH,985600,TRUE,FUND_RELEASE_LEDGER
REL0000133,PRJ000029,SYN_CONTRACTOR_123,EXECUTED_BY,915907,TRUE,WORK_ORDER
REL0000134,PRJ000029,SYN_CONTRACTOR_123,PAID_TO,536200,TRUE,FUND_TRANSACTION_LEDGER
REL0000135,PRJ000029,SYN_DA_007,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000136,PRJ000030,SYN_AGENCY_058,IMPLEMENTED_BY,4893300,TRUE,MPLADS_SANCTION_ORDER
REL0000137,PRJ000030,SYN_DA_007,FUNDED_THROUGH,3995900,TRUE,FUND_RELEASE_LEDGER
REL0000138,PRJ000030,SYN_CONTRACTOR_113,EXECUTED_BY,4402307,TRUE,WORK_ORDER
REL0000139,PRJ000030,SYN_SUPPLIER_034,SUPPLIED_BY,457900,FALSE,SUPPLY_ORDER_REGISTER
REL0000140,PRJ000030,SYN_CONTRACTOR_113,PAID_TO,1015700,TRUE,FUND_TRANSACTION_LEDGER
REL0000141,PRJ000030,SYN_SUPPLIER_034,PAID_TO,457900,FALSE,FUND_TRANSACTION_LEDGER
REL0000142,PRJ000030,SYN_DA_007,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000143,PRJ000031,SYN_AGENCY_020,IMPLEMENTED_BY,943600,TRUE,MPLADS_SANCTION_ORDER
REL0000144,PRJ000031,SYN_CONTRACTOR_017,EXECUTED_BY,931800,TRUE,WORK_ORDER
REL0000145,PRJ000031,SYN_CONTRACTOR_017,PAID_TO,931800,TRUE,FUND_TRANSACTION_LEDGER
REL0000146,PRJ000031,SYN_ZP_048,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000147,PRJ000032,SYN_AGENCY_025,IMPLEMENTED_BY,2557900,TRUE,MPLADS_SANCTION_ORDER
REL0000148,PRJ000032,SYN_DA_007,FUNDED_THROUGH,1501000,TRUE,FUND_RELEASE_LEDGER
REL0000149,PRJ000032,SYN_CONTRACTOR_017,EXECUTED_BY,2439000,TRUE,WORK_ORDER
REL0000150,PRJ000032,SYN_CONTRACTOR_017,PAID_TO,2439000,TRUE,FUND_TRANSACTION_LEDGER
REL0000151,PRJ000032,SYN_ZP_048,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000152,PRJ000033,SYN_AGENCY_074,IMPLEMENTED_BY,4372300,TRUE,MPLADS_SANCTION_ORDER
REL0000153,PRJ000033,SYN_CONTRACTOR_051,EXECUTED_BY,3956200,TRUE,WORK_ORDER
REL0000154,PRJ000033,SYN_CONTRACTOR_051,PAID_TO,3956200,TRUE,FUND_TRANSACTION_LEDGER
REL0000155,PRJ000033,SYN_ZP_048,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000156,PRJ000034,SYN_AGENCY_032,IMPLEMENTED_BY,1980200,TRUE,MPLADS_SANCTION_ORDER
REL0000157,PRJ000034,SYN_CONTRACTOR_017,EXECUTED_BY,1782946,TRUE,WORK_ORDER
REL0000158,PRJ000034,SYN_CONTRACTOR_017,PAID_TO,979900,TRUE,FUND_TRANSACTION_LEDGER
REL0000159,PRJ000035,SYN_AGENCY_076,IMPLEMENTED_BY,452100,TRUE,MPLADS_SANCTION_ORDER
REL0000160,PRJ000035,SYN_CONTRACTOR_072,EXECUTED_BY,394600,TRUE,WORK_ORDER
REL0000161,PRJ000035,SYN_CONTRACTOR_072,PAID_TO,394600,TRUE,FUND_TRANSACTION_LEDGER
REL0000162,PRJ000036,SYN_AGENCY_042,IMPLEMENTED_BY,2621500,TRUE,MPLADS_SANCTION_ORDER
REL0000163,PRJ000036,SYN_ZP_046,FUNDED_THROUGH,443200,TRUE,FUND_RELEASE_LEDGER
REL0000164,PRJ000036,SYN_CONTRACTOR_051,EXECUTED_BY,2294376,TRUE,WORK_ORDER
REL0000165,PRJ000036,SYN_CONTRACTOR_051,PAID_TO,1299200,TRUE,FUND_TRANSACTION_LEDGER
REL0000166,PRJ000037,SYN_AGENCY_034,IMPLEMENTED_BY,1629700,TRUE,MPLADS_SANCTION_ORDER
REL0000167,PRJ000038,SYN_AGENCY_055,IMPLEMENTED_BY,1652300,TRUE,MPLADS_SANCTION_ORDER
REL0000168,PRJ000038,SYN_ZP_046,FUNDED_THROUGH,1494800,TRUE,FUND_RELEASE_LEDGER
REL0000169,PRJ000039,SYN_AGENCY_028,IMPLEMENTED_BY,3001600,TRUE,MPLADS_SANCTION_ORDER
REL0000170,PRJ000039,SYN_ZP_046,FUNDED_THROUGH,626500,TRUE,FUND_RELEASE_LEDGER
REL0000171,PRJ000039,SYN_CONTRACTOR_017,EXECUTED_BY,2875800,TRUE,WORK_ORDER
REL0000172,PRJ000039,SYN_CONTRACTOR_017,PAID_TO,2875800,TRUE,FUND_TRANSACTION_LEDGER
REL0000173,PRJ000040,SYN_AGENCY_034,IMPLEMENTED_BY,2889800,TRUE,MPLADS_SANCTION_ORDER
REL0000174,PRJ000040,SYN_DA_054,FUNDED_THROUGH,1289000,TRUE,FUND_RELEASE_LEDGER
REL0000175,PRJ000040,SYN_VENDOR_093,SUPPLIED_BY,1654800,FALSE,SUPPLY_ORDER_REGISTER
REL0000176,PRJ000040,SYN_VENDOR_093,PAID_TO,1654800,TRUE,FUND_TRANSACTION_LEDGER
REL0000177,PRJ000041,SYN_AGENCY_041,IMPLEMENTED_BY,2436900,TRUE,MPLADS_SANCTION_ORDER
REL0000178,PRJ000041,SYN_DA_054,FUNDED_THROUGH,1894900,TRUE,FUND_RELEASE_LEDGER
REL0000179,PRJ000041,SYN_CONTRACTOR_017,EXECUTED_BY,2133930,TRUE,WORK_ORDER
REL0000180,PRJ000041,SYN_VENDOR_087,SUPPLIED_BY,410400,FALSE,SUPPLY_ORDER_REGISTER
REL0000181,PRJ000041,SYN_CONTRACTOR_017,PAID_TO,1850600,TRUE,FUND_TRANSACTION_LEDGER
REL0000182,PRJ000041,SYN_VENDOR_087,PAID_TO,410400,FALSE,FUND_TRANSACTION_LEDGER
REL0000183,PRJ000042,SYN_AGENCY_063,IMPLEMENTED_BY,2093300,TRUE,MPLADS_SANCTION_ORDER
REL0000184,PRJ000042,SYN_DA_054,FUNDED_THROUGH,1461800,TRUE,FUND_RELEASE_LEDGER
REL0000185,PRJ000043,SYN_AGENCY_033,IMPLEMENTED_BY,2042900,TRUE,MPLADS_SANCTION_ORDER
REL0000186,PRJ000043,SYN_DA_054,FUNDED_THROUGH,2000800,TRUE,FUND_RELEASE_LEDGER
REL0000187,PRJ000043,SYN_CONTRACTOR_017,EXECUTED_BY,2011400,TRUE,WORK_ORDER
REL0000188,PRJ000043,SYN_CONTRACTOR_017,PAID_TO,2011400,TRUE,FUND_TRANSACTION_LEDGER
REL0000189,PRJ000043,SYN_DA_030,VERIFIED_BY,0,FALSE,COMPLETION_CERTIFICATE
REL0000190,PRJ000044,SYN_AGENCY_010,IMPLEMENTED_BY,1755900,TRUE,MPLADS_SANCTION_ORDER
REL0000191,PRJ000044,SYN_DA_007,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000192,PRJ000045,SYN_AGENCY_045,IMPLEMENTED_BY,853200,TRUE,MPLADS_SANCTION_ORDER
REL0000193,PRJ000045,SYN_CONTRACTOR_051,EXECUTED_BY,711596,TRUE,WORK_ORDER
REL0000194,PRJ000045,SYN_CONTRACTOR_051,PAID_TO,62300,TRUE,FUND_TRANSACTION_LEDGER
REL0000195,PRJ000045,SYN_DA_054,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000196,PRJ000046,SYN_AGENCY_074,IMPLEMENTED_BY,1704600,TRUE,MPLADS_SANCTION_ORDER
REL0000197,PRJ000046,SYN_ZP_046,FUNDED_THROUGH,1507900,TRUE,FUND_RELEASE_LEDGER
REL0000198,PRJ000046,SYN_CONTRACTOR_017,EXECUTED_BY,1346832,TRUE,WORK_ORDER
REL0000199,PRJ000046,SYN_VENDOR_087,SUPPLIED_BY,264500,FALSE,SUPPLY_ORDER_REGISTER
REL0000200,PRJ000046,SYN_CONTRACTOR_017,PAID_TO,1113400,TRUE,FUND_TRANSACTION_LEDGER
REL0000201,PRJ000046,SYN_VENDOR_087,PAID_TO,264500,FALSE,FUND_TRANSACTION_LEDGER
REL0000202,PRJ000046,SYN_DA_007,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000203,PRJ000047,SYN_AGENCY_036,IMPLEMENTED_BY,1210300,TRUE,MPLADS_SANCTION_ORDER
REL0000204,PRJ000047,SYN_DA_054,FUNDED_THROUGH,0,TRUE,DISTRICT_FUND_REGISTER
REL0000205,PRJ000047,SYN_CONTRACTOR_072,EXECUTED_BY,953013,TRUE,WORK_ORDER
REL0000206,PRJ000047,SYN_VENDOR_093,SUPPLIED_BY,325500,FALSE,SUPPLY_ORDER_REGISTER
REL0000207,PRJ000047,SYN_CONTRACTOR_072,PAID_TO,850500,TRUE,FUND_TRANSACTION_LEDGER
REL0000208,PRJ000047,SYN_VENDOR_093,PAID_TO,325500,FALSE,FUND_TRANSACTION_LEDGER
REL0000209,PRJ000048,SYN_AGENCY_080,IMPLEMENTED_BY,3209800,TRUE,MPLADS_SANCTION_ORDER
REL0000210,PRJ000048,SYN_ZP_046,FUNDED_THROUGH,606600,TRUE,FUND_RELEASE_LEDGER
REL0000211,PRJ000048,SYN_CONTRACTOR_174,EXECUTED_BY,2443401,TRUE,WORK_ORDER
REL0000212,PRJ000048,SYN_VENDOR_120,SUPPLIED_BY,848800,FALSE,SUPPLY_ORDER_REGISTER
REL0000213,PRJ000048,SYN_CONTRACTOR_174,PAID_TO,2113700,TRUE,FUND_TRANSACTION_LEDGER
REL0000214,PRJ000048,SYN_VENDOR_120,PAID_TO,848800,FALSE,FUND_TRANSACTION_LEDGER
REL0000215,PRJ000049,SYN_AGENCY_001,IMPLEMENTED_BY,4252900,TRUE,MPLADS_SANCTION_ORDER
REL0000216,PRJ000049,SYN_DA_007,FUNDED_THROUGH,1426400,TRUE,FUND_RELEASE_LEDGER
REL0000217,PRJ000049,SYN_CONTRACTOR_017,EXECUTED_BY,3289423,TRUE,WORK_ORDER
REL0000218,PRJ000049,SYN_CONTRACTOR_017,PAID_TO,633700,TRUE,FUND_TRANSACTION_LEDGER
REL0000219,PRJ000049,SYN_DA_054,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000220,PRJ000050,SYN_AGENCY_073,IMPLEMENTED_BY,1738400,TRUE,MPLADS_SANCTION_ORDER
REL0000221,PRJ000050,SYN_DA_007,FUNDED_THROUGH,1198600,TRUE,FUND_RELEASE_LEDGER
REL0000222,PRJ000050,SYN_CONTRACTOR_116,EXECUTED_BY,1324792,TRUE,WORK_ORDER
REL0000223,PRJ000050,SYN_SUPPLIER_033,SUPPLIED_BY,730600,FALSE,SUPPLY_ORDER_REGISTER
REL0000224,PRJ000050,SYN_SUPPLIER_033,PAID_TO,730600,TRUE,FUND_TRANSACTION_LEDGER
REL0000225,PRJ000050,SYN_CONTRACTOR_116,PAID_TO,458800,FALSE,FUND_TRANSACTION_LEDGER
REL0000226,PRJ000050,SYN_DA_007,MONITORED_BY,0,FALSE,DISTRICT_MONITORING_REGISTER
REL0000227,PRJ000051,SYN_AGENCY_056,IMPLEMENTED_BY,2167900,TRUE,MPLADS_SANCTION_ORDER
REL0000228,PRJ000052,SYN_AGENCY_054,IMPLEMENTED_BY,1096700,TRUE,MPLADS_SANCTION_ORDER
REL0000229,PRJ000052,SYN_DA_054,FUNDED_THROUGH,592400,TRUE,FUND_RELEASE_LEDGER
REL0000230,PRJ000052,SYN_CONTRACTOR_089,EXECUTED_BY,862577,TRUE,WORK_ORDER
REL0000231,PRJ000052,SYN_CONTRACTOR_089,PAID_TO,295500,TRUE,FUND_TRANSACTION_LEDGER
REL0000232,PRJ000053,SYN_AGENCY_022,IMPLEMENTED_BY,839100,TRUE,MPLADS_SANCTION_ORDER
