relationship_id,project_id,entity_id,relationship_type,financial_value_inr,is_primary,data_source
REL0000019,PRJ000006,SYN_AGENCY_014,IMPLEMENTED_BY,758600,TRUE,MPLADS_SANCTION_ORDER
REL0000020,PRJ000006,SYN_CONTRACTOR_079,EXECUTED_BY,629600,TRUE,SYNTHETIC_WORK_ORDER
REL0000021,PRJ000006,SYN_CONTRACTOR_079,PAID_TO,629600,TRUE,FUND_TRANSACTION_LEDGER
REL0000022,PRJ000006,SYN_DA_001,VERIFIED_BY,0,FALSE,DISTRICT_VERIFICATION_REGISTER
REL0000023,PRJ000007,SYN_AGENCY_028,IMPLEMENTED_BY,1100800,TRUE,MPLADS_SANCTION_ORDER
REL0000024,PRJ000007,SYN_CONTRACTOR_080,EXECUTED_BY,920689,TRUE,SYNTHETIC_WORK_ORDER
REL0000025,PRJ000007,SYN_VENDOR_024,SUPPLIED_BY,425378,FALSE,SUPPLY_ORDER_REGISTER
REL0000026,PRJ000007,SYN_CONTRACTOR_080,PAID_TO,514100,TRUE,FUND_TRANSACTION_LEDGER
REL0000027,PRJ000007,SYN_VENDOR_024,PAID_TO,418700,FALSE,FUND_TRANSACTION_LEDGER
REL0000028,PRJ000008,SYN_AGENCY_026,IMPLEMENTED_BY,869900,TRUE,MPLADS_SANCTION_ORDER
REL0000029,PRJ000008,SYN_CONTRACTOR_081,EXECUTED_BY,631319,TRUE,SYNTHETIC_WORK_ORDER
REL0000030,PRJ000008,SYN_VENDOR_055,SUPPLIED_BY,407879,FALSE,SUPPLY_ORDER_REGISTER
REL0000031,PRJ000008,SYN_CONTRACTOR_081,PAID_TO,372500,TRUE,FUND_TRANSACTION_LEDGER
REL0000032,PRJ000008,SYN_VENDOR_055,PAID_TO,368200,FALSE,FUND_TRANSACTION_LEDGER
REL0000033,PRJ000009,SYN_AGENCY_026,IMPLEMENTED_BY,2127100,TRUE,MPLADS_SANCTION_ORDER
REL0000034,PRJ000009,SYN_CONTRACTOR_082,EXECUTED_BY,1719117,TRUE,SYNTHETIC_WORK_ORDER
REL0000035,PRJ000009,SYN_CONTRACTOR_082,PAID_TO,569300,TRUE,FUND_TRANSACTION_LEDGER
REL0000036,PRJ000010,SYN_AGENCY_042,IMPLEMENTED_BY,1272000,TRUE,MPLADS_SANCTION_ORDER
REL0000037,PRJ000010,SYN_CONTRACTOR_104,EXECUTED_BY,922884,TRUE,SYNTHETIC_WORK_ORDER
REL0000038,PRJ000010,SYN_VENDOR_048,SUPPLIED_BY,676938,FALSE,SUPPLY_ORDER_REGISTER
REL0000039,PRJ000010,SYN_VENDOR_048,PAID_TO,622300,TRUE,FUND_TRANSACTION_LEDGER
REL0000040,PRJ000010,SYN_CONTRACTOR_104,PAID_TO,509600,FALSE,FUND_TRANSACTION_LEDGER
REL0000041,PRJ000011,SYN_AGENCY_065,IMPLEMENTED_BY,3133400,TRUE,MPLADS_SANCTION_ORDER
REL0000042,PRJ000011,SYN_CONTRACTOR_105,EXECUTED_BY,2464708,TRUE,SYNTHETIC_WORK_ORDER
REL0000043,PRJ000011,SYN_CONTRACTOR_105,PAID_TO,477300,TRUE,FUND_TRANSACTION_LEDGER
REL0000044,PRJ000011,SYN_USERAGENCY_002,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000045,PRJ000012,SYN_AGENCY_064,IMPLEMENTED_BY,2176300,TRUE,MPLADS_SANCTION_ORDER
REL0000046,PRJ000013,SYN_AGENCY_023,IMPLEMENTED_BY,1826300,TRUE,MPLADS_SANCTION_ORDER
REL0000047,PRJ000013,SYN_CONTRACTOR_107,EXECUTED_BY,1549325,TRUE,SYNTHETIC_WORK_ORDER
REL0000048,PRJ000013,SYN_SUPPLIER_026,SUPPLIED_BY,334902,FALSE,SUPPLY_ORDER_REGISTER
REL0000049,PRJ000013,SYN_CONTRACTOR_107,PAID_TO,1433500,TRUE,FUND_TRANSACTION_LEDGER
REL0000050,PRJ000014,SYN_AGENCY_038,IMPLEMENTED_BY,1229100,TRUE,MPLADS_SANCTION_ORDER
REL0000051,PRJ000015,SYN_AGENCY_071,IMPLEMENTED_BY,1511700,TRUE,MPLADS_SANCTION_ORDER
REL0000052,PRJ000015,SYN_CONTRACTOR_109,EXECUTED_BY,1380928,TRUE,SYNTHETIC_WORK_ORDER
REL0000053,PRJ000015,SYN_CONTRACTOR_109,PAID_TO,132500,TRUE,FUND_TRANSACTION_LEDGER
REL0000054,PRJ000015,SYN_GOVAGENCY_005,ASSOCIATED_WITH,0,FALSE,MPLADS_WORK_FILE
REL0000055,PRJ000016,SYN_AGENCY_027,IMPLEMENTED_BY,3364000,TRUE,MPLADS_SANCTION_ORDER
REL0000056,PRJ000016,SYN_CONTRACTOR_110,EXECUTED_BY,3243400,TRUE,SYNTHETIC_WORK_ORDER
REL0000057,PRJ000016,SYN_VENDOR_048,SUPPLIED_BY,1007353,FALSE,SUPPLY_ORDER_REGISTER
REL0000058,PRJ000016,SYN_CONTRACTOR_110,PAID_TO,3243400,TRUE,FUND_TRANSACTION_LEDGER
REL0000059,PRJ000017,SYN_AGENCY_002,IMPLEMENTED_BY,13982400,TRUE,MPLADS_SANCTION_ORDER
REL0000060,PRJ000018,SYN_AGENCY_012,IMPLEMENTED_BY,1902700,TRUE,MPLADS_SANCTION_ORDER
REL0000061,PRJ000018,SYN_CONTRACTOR_112,EXECUTED_BY,1678200,TRUE,SYNTHETIC_WORK_ORDER
REL0000062,PRJ000018,SYN_CONTRACTOR_112,PAID_TO,1678200,TRUE,FUND_TRANSACTION_LEDGER
REL0000063,PRJ000018,SYN_GP_003,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000064,PRJ000019,SYN_AGENCY_060,IMPLEMENTED_BY,16330300,TRUE,MPLADS_SANCTION_ORDER
REL0000065,PRJ000019,SYN_CONTRACTOR_113,EXECUTED_BY,14335721,TRUE,SYNTHETIC_WORK_ORDER
REL0000066,PRJ000019,SYN_VENDOR_087,SUPPLIED_BY,9797260,FALSE,SUPPLY_ORDER_REGISTER
REL0000067,PRJ000019,SYN_VENDOR_087,PAID_TO,9565200,TRUE,FUND_TRANSACTION_LEDGER
REL0000068,PRJ000019,SYN_CONTRACTOR_113,PAID_TO,4372600,FALSE,FUND_TRANSACTION_LEDGER
REL0000069,PRJ000020,SYN_AGENCY_034,IMPLEMENTED_BY,3212000,TRUE,MPLADS_SANCTION_ORDER
REL0000070,PRJ000020,SYN_CONTRACTOR_135,EXECUTED_BY,2546281,TRUE,SYNTHETIC_WORK_ORDER
REL0000071,PRJ000020,SYN_CONTRACTOR_135,PAID_TO,2436700,TRUE,FUND_TRANSACTION_LEDGER
REL0000072,PRJ000021,SYN_AGENCY_079,IMPLEMENTED_BY,2759300,TRUE,MPLADS_SANCTION_ORDER
REL0000073,PRJ000021,SYN_CONTRACTOR_136,EXECUTED_BY,2408311,TRUE,SYNTHETIC_WORK_ORDER
REL0000074,PRJ000021,SYN_CONTRACTOR_136,PAID_TO,1063300,TRUE,FUND_TRANSACTION_LEDGER
REL0000075,PRJ000022,SYN_AGENCY_034,IMPLEMENTED_BY,1185300,TRUE,MPLADS_SANCTION_ORDER
REL0000076,PRJ000022,SYN_CONTRACTOR_137,EXECUTED_BY,914332,TRUE,SYNTHETIC_WORK_ORDER
REL0000077,PRJ000022,SYN_SUPPLIER_031,SUPPLIED_BY,204852,FALSE,SUPPLY_ORDER_REGISTER
REL0000078,PRJ000022,SYN_CONTRACTOR_137,PAID_TO,696600,TRUE,FUND_TRANSACTION_LEDGER
REL0000079,PRJ000023,SYN_AGENCY_032,IMPLEMENTED_BY,2634400,TRUE,MPLADS_SANCTION_ORDER
REL0000080,PRJ000024,SYN_AGENCY_021,IMPLEMENTED_BY,470000,TRUE,MPLADS_SANCTION_ORDER
REL0000081,PRJ000024,SYN_CONTRACTOR_139,EXECUTED_BY,352946,TRUE,SYNTHETIC_WORK_ORDER
REL0000082,PRJ000024,SYN_VENDOR_053,SUPPLIED_BY,212752,FALSE,SUPPLY_ORDER_REGISTER
REL0000083,PRJ000024,SYN_VENDOR_053,PAID_TO,202700,TRUE,FUND_TRANSACTION_LEDGER
REL0000084,PRJ000024,SYN_CONTRACTOR_139,PAID_TO,193000,FALSE,FUND_TRANSACTION_LEDGER
REL0000085,PRJ000025,SYN_AGENCY_013,IMPLEMENTED_BY,4867600,TRUE,MPLADS_SANCTION_ORDER
REL0000086,PRJ000025,SYN_CONTRACTOR_132,EXECUTED_BY,3727346,TRUE,SYNTHETIC_WORK_ORDER
REL0000087,PRJ000025,SYN_VENDOR_084,SUPPLIED_BY,4208675,FALSE,SUPPLY_ORDER_REGISTER
REL0000088,PRJ000025,SYN_VENDOR_084,PAID_TO,3945600,TRUE,FUND_TRANSACTION_LEDGER
REL0000089,PRJ000026,SYN_AGENCY_079,IMPLEMENTED_BY,430200,TRUE,MPLADS_SANCTION_ORDER
REL0000090,PRJ000026,SYN_CONTRACTOR_005,EXECUTED_BY,345816,TRUE,SYNTHETIC_WORK_ORDER
REL0000091,PRJ000026,SYN_MUNI_024,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000092,PRJ000027,SYN_AGENCY_047,IMPLEMENTED_BY,2381100,TRUE,MPLADS_SANCTION_ORDER
REL0000093,PRJ000028,SYN_AGENCY_046,IMPLEMENTED_BY,688900,TRUE,MPLADS_SANCTION_ORDER
REL0000094,PRJ000028,SYN_VENDOR_057,SUPPLIED_BY,527056,TRUE,SUPPLY_ORDER_REGISTER
REL0000095,PRJ000028,SYN_VENDOR_057,PAID_TO,521100,TRUE,FUND_TRANSACTION_LEDGER
REL0000096,PRJ000028,SYN_GP_019,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000097,PRJ000029,SYN_AGENCY_007,IMPLEMENTED_BY,714600,TRUE,MPLADS_SANCTION_ORDER
REL0000098,PRJ000029,SYN_CONTRACTOR_144,EXECUTED_BY,650300,TRUE,SYNTHETIC_WORK_ORDER
REL0000099,PRJ000029,SYN_CONTRACTOR_144,PAID_TO,650300,TRUE,FUND_TRANSACTION_LEDGER
REL0000100,PRJ000030,SYN_AGENCY_058,IMPLEMENTED_BY,2238300,TRUE,MPLADS_SANCTION_ORDER
REL0000101,PRJ000030,SYN_VENDOR_023,SUPPLIED_BY,387288,FALSE,SUPPLY_ORDER_REGISTER
REL0000102,PRJ000031,SYN_AGENCY_020,IMPLEMENTED_BY,1089800,TRUE,MPLADS_SANCTION_ORDER
REL0000103,PRJ000031,SYN_VENDOR_081,SUPPLIED_BY,119074,TRUE,SUPPLY_ORDER_REGISTER
REL0000104,PRJ000031,SYN_VENDOR_081,PAID_TO,115700,TRUE,FUND_TRANSACTION_LEDGER
REL0000105,PRJ000032,SYN_AGENCY_025,IMPLEMENTED_BY,2582500,TRUE,MPLADS_SANCTION_ORDER
REL0000106,PRJ000032,SYN_CONTRACTOR_168,EXECUTED_BY,2452412,TRUE,SYNTHETIC_WORK_ORDER
REL0000107,PRJ000032,SYN_CONTRACTOR_168,PAID_TO,2098400,TRUE,FUND_TRANSACTION_LEDGER
REL0000108,PRJ000032,SYN_DA_007,VERIFIED_BY,0,FALSE,DISTRICT_VERIFICATION_REGISTER
REL0000109,PRJ000033,SYN_AGENCY_074,IMPLEMENTED_BY,2985400,TRUE,MPLADS_SANCTION_ORDER
REL0000110,PRJ000033,SYN_CONTRACTOR_169,EXECUTED_BY,2590500,TRUE,SYNTHETIC_WORK_ORDER
REL0000111,PRJ000033,SYN_CONTRACTOR_169,PAID_TO,2590500,TRUE,FUND_TRANSACTION_LEDGER
REL0000112,PRJ000034,SYN_AGENCY_032,IMPLEMENTED_BY,1655400,TRUE,MPLADS_SANCTION_ORDER
REL0000113,PRJ000034,SYN_CONTRACTOR_170,EXECUTED_BY,1509696,TRUE,SYNTHETIC_WORK_ORDER
REL0000114,PRJ000034,SYN_CONTRACTOR_170,PAID_TO,1284800,TRUE,FUND_TRANSACTION_LEDGER
REL0000115,PRJ000035,SYN_AGENCY_076,IMPLEMENTED_BY,1166500,TRUE,MPLADS_SANCTION_ORDER
REL0000116,PRJ000035,SYN_CONTRACTOR_171,EXECUTED_BY,1023610,TRUE,SYNTHETIC_WORK_ORDER
REL0000117,PRJ000035,SYN_CONTRACTOR_171,PAID_TO,593800,TRUE,FUND_TRANSACTION_LEDGER
REL0000118,PRJ000036,SYN_AGENCY_042,IMPLEMENTED_BY,1825900,TRUE,MPLADS_SANCTION_ORDER
REL0000119,PRJ000036,SYN_MUNI_004,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000120,PRJ000037,SYN_AGENCY_034,IMPLEMENTED_BY,1620400,TRUE,MPLADS_SANCTION_ORDER
REL0000121,PRJ000037,SYN_CONTRACTOR_173,EXECUTED_BY,1425170,TRUE,SYNTHETIC_WORK_ORDER
REL0000122,PRJ000037,SYN_CONTRACTOR_173,PAID_TO,1355200,TRUE,FUND_TRANSACTION_LEDGER
REL0000123,PRJ000038,SYN_AGENCY_055,IMPLEMENTED_BY,3222200,TRUE,MPLADS_SANCTION_ORDER
REL0000124,PRJ000038,SYN_CONTRACTOR_174,EXECUTED_BY,2956228,TRUE,SYNTHETIC_WORK_ORDER
REL0000125,PRJ000038,SYN_CONTRACTOR_174,PAID_TO,331700,TRUE,FUND_TRANSACTION_LEDGER
REL0000126,PRJ000038,SYN_GP_019,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000127,PRJ000039,SYN_AGENCY_028,IMPLEMENTED_BY,1100400,TRUE,MPLADS_SANCTION_ORDER
REL0000128,PRJ000040,SYN_AGENCY_034,IMPLEMENTED_BY,1600300,TRUE,MPLADS_SANCTION_ORDER
REL0000129,PRJ000040,SYN_CONTRACTOR_016,EXECUTED_BY,1443991,TRUE,SYNTHETIC_WORK_ORDER
REL0000130,PRJ000041,SYN_AGENCY_041,IMPLEMENTED_BY,1332300,TRUE,MPLADS_SANCTION_ORDER
REL0000131,PRJ000041,SYN_VENDOR_082,SUPPLIED_BY,756369,TRUE,SUPPLY_ORDER_REGISTER
REL0000132,PRJ000041,SYN_VENDOR_082,PAID_TO,701500,TRUE,FUND_TRANSACTION_LEDGER
REL0000133,PRJ000042,SYN_AGENCY_063,IMPLEMENTED_BY,1408700,TRUE,MPLADS_SANCTION_ORDER
REL0000134,PRJ000042,SYN_CONTRACTOR_019,EXECUTED_BY,1107347,TRUE,SYNTHETIC_WORK_ORDER
REL0000135,PRJ000042,SYN_CONTRACTOR_019,PAID_TO,1009000,TRUE,FUND_TRANSACTION_LEDGER
REL0000136,PRJ000043,SYN_AGENCY_033,IMPLEMENTED_BY,2598300,TRUE,MPLADS_SANCTION_ORDER
REL0000137,PRJ000043,SYN_CONTRACTOR_020,EXECUTED_BY,1983267,TRUE,SYNTHETIC_WORK_ORDER
REL0000138,PRJ000043,SYN_VENDOR_024,SUPPLIED_BY,419474,FALSE,SUPPLY_ORDER_REGISTER
REL0000139,PRJ000043,SYN_CONTRACTOR_020,PAID_TO,1190000,TRUE,FUND_TRANSACTION_LEDGER
REL0000140,PRJ000043,SYN_VENDOR_024,PAID_TO,404400,FALSE,FUND_TRANSACTION_LEDGER
REL0000141,PRJ000044,SYN_AGENCY_010,IMPLEMENTED_BY,2321400,TRUE,MPLADS_SANCTION_ORDER
REL0000142,PRJ000045,SYN_AGENCY_045,IMPLEMENTED_BY,1804600,TRUE,MPLADS_SANCTION_ORDER
REL0000143,PRJ000045,SYN_CONTRACTOR_022,EXECUTED_BY,1586845,TRUE,SYNTHETIC_WORK_ORDER
REL0000144,PRJ000045,SYN_CONTRACTOR_022,PAID_TO,219400,TRUE,FUND_TRANSACTION_LEDGER
REL0000145,PRJ000046,SYN_AGENCY_074,IMPLEMENTED_BY,2369700,TRUE,MPLADS_SANCTION_ORDER
REL0000146,PRJ000046,SYN_CONTRACTOR_023,EXECUTED_BY,2195135,TRUE,SYNTHETIC_WORK_ORDER
REL0000147,PRJ000046,SYN_CONTRACTOR_023,PAID_TO,764400,TRUE,FUND_TRANSACTION_LEDGER
REL0000148,PRJ000047,SYN_AGENCY_036,IMPLEMENTED_BY,1985000,TRUE,MPLADS_SANCTION_ORDER
REL0000149,PRJ000048,SYN_AGENCY_080,IMPLEMENTED_BY,2474500,TRUE,MPLADS_SANCTION_ORDER
REL0000150,PRJ000049,SYN_AGENCY_001,IMPLEMENTED_BY,2632800,TRUE,MPLADS_SANCTION_ORDER
REL0000151,PRJ000049,SYN_CONTRACTOR_026,EXECUTED_BY,2229850,TRUE,SYNTHETIC_WORK_ORDER
REL0000152,PRJ000049,SYN_VENDOR_023,SUPPLIED_BY,473871,FALSE,SUPPLY_ORDER_REGISTER
REL0000153,PRJ000049,SYN_CONTRACTOR_026,PAID_TO,1513500,TRUE,FUND_TRANSACTION_LEDGER
REL0000154,PRJ000049,SYN_GP_054,USER_AGENCY,0,TRUE,MPLADS_WORK_FILE
REL0000155,PRJ000050,SYN_AGENCY_073,IMPLEMENTED_BY,2262400,TRUE,MPLADS_SANCTION_ORDER
REL0000156,PRJ000050,SYN_CONTRACTOR_021,EXECUTED_BY,2043065,TRUE,SYNTHETIC_WORK_ORDER
REL0000157,PRJ000051,SYN_AGENCY_056,IMPLEMENTED_BY,1330200,TRUE,MPLADS_SANCTION_ORDER
REL0000158,PRJ000051,SYN_CONTRACTOR_049,EXECUTED_BY,1198850,TRUE,SYNTHETIC_WORK_ORDER
REL0000159,PRJ000051,SYN_VENDOR_083,SUPPLIED_BY,308070,FALSE,SUPPLY_ORDER_REGISTER
REL0000160,PRJ000051,SYN_VENDOR_083,PAID_TO,295200,TRUE,FUND_TRANSACTION_LEDGER
REL0000161,PRJ000051,SYN_CONTRACTOR_049,PAID_TO,150900,FALSE,FUND_TRANSACTION_LEDGER
REL0000162,PRJ000052,SYN_AGENCY_054,IMPLEMENTED_BY,1869300,TRUE,MPLADS_SANCTION_ORDER
REL0000163,PRJ000052,SYN_CONTRACTOR_050,EXECUTED_BY,1507032,TRUE,SYNTHETIC_WORK_ORDER
REL0000164,PRJ000052,SYN_VENDOR_114,SUPPLIED_BY,897305,FALSE,SUPPLY_ORDER_REGISTER
REL0000165,PRJ000052,SYN_VENDOR_114,PAID_TO,874300,TRUE,FUND_TRANSACTION_LEDGER
REL0000166,PRJ000052,SYN_CONTRACTOR_050,PAID_TO,573200,FALSE,FUND_TRANSACTION_LEDGER
REL0000167,PRJ000053,SYN_AGENCY_022,IMPLEMENTED_BY,1920900,TRUE,MPLADS_SANCTION_ORDER
REL0000168,PRJ000054,SYN_AGENCY_002,IMPLEMENTED_BY,728300,TRUE,MPLADS_SANCTION_ORDER
REL0000169,PRJ000054,SYN_CONTRACTOR_052,EXECUTED_BY,556282,TRUE,SYNTHETIC_WORK_ORDER
REL0000170,PRJ000054,SYN_CONTRACTOR_052,PAID_TO,478600,TRUE,FUND_TRANSACTION_LEDGER
REL0000171,PRJ000055,SYN_AGENCY_079,IMPLEMENTED_BY,536700,TRUE,MPLADS_SANCTION_ORDER
REL0000172,PRJ000055,SYN_SUPPLIER_033,SUPPLIED_BY,152447,FALSE,SUPPLY_ORDER_REGISTER
REL0000173,PRJ000056,SYN_AGENCY_034,IMPLEMENTED_BY,445700,TRUE,MPLADS_SANCTION_ORDER
REL0000174,PRJ000057,SYN_AGENCY_014,IMPLEMENTED_BY,703300,TRUE,MPLADS_SANCTION_ORDER
REL0000175,PRJ000057,SYN_CONTRACTOR_062,EXECUTED_BY,498550,TRUE,SYNTHETIC_WORK_ORDER
REL0000176,PRJ000057,SYN_VENDOR_029,SUPPLIED_BY,617064,FALSE,SUPPLY_ORDER_REGISTER
REL0000177,PRJ000057,SYN_VENDOR_029,PAID_TO,581400,TRUE,FUND_TRANSACTION_LEDGER
REL0000178,PRJ000058,SYN_AGENCY_035,IMPLEMENTED_BY,1965600,TRUE,MPLADS_SANCTION_ORDER
REL0000179,PRJ000059,SYN_AGENCY_037,IMPLEMENTED_BY,1663700,TRUE,MPLADS_SANCTION_ORDER
REL0000180,PRJ000059,SYN_CONTRACTOR_057,EXECUTED_BY,1210911,TRUE,SYNTHETIC_WORK_ORDER
REL0000181,PRJ000059,SYN_CONTRACTOR_057,PAID_TO,846600,TRUE,FUND_TRANSACTION_LEDGER
REL0000182,PRJ000060,SYN_AGENCY_056,IMPLEMENTED_BY,2316700,TRUE,MPLADS_SANCTION_ORDER
REL0000183,PRJ000060,SYN_VENDOR_053,SUPPLIED_BY,2041027,TRUE,SUPPLY_ORDER_REGISTER
REL0000184,PRJ000060,SYN_VENDOR_053,PAID_TO,2024300,TRUE,FUND_TRANSACTION_LEDGER
REL0000185,PRJ000061,SYN_AGENCY_043,IMPLEMENTED_BY,3316200,TRUE,MPLADS_SANCTION_ORDER
REL0000186,PRJ000061,SYN_CONTRACTOR_080,EXECUTED_BY,2728758,TRUE,SYNTHETIC_WORK_ORDER
REL0000187,PRJ000061,SYN_VENDOR_084,SUPPLIED_BY,1606976,FALSE,SUPPLY_ORDER_REGISTER
REL0000188,PRJ000061,SYN_VENDOR_084,PAID_TO,1438300,TRUE,FUND_TRANSACTION_LEDGER
REL0000189,PRJ000061,SYN_CONTRACTOR_080,PAID_TO,1292300,FALSE,FUND_TRANSACTION_LEDGER
REL0000190,PRJ000062,SYN_AGENCY_069,IMPLEMENTED_BY,1559700,TRUE,MPLADS_SANCTION_ORDER
REL0000191,PRJ000063,SYN_AGENCY_064,IMPLEMENTED_BY,1999600,TRUE,MPLADS_SANCTION_ORDER
REL0000192,PRJ000063,SYN_CONTRACTOR_082,EXECUTED_BY,1553233,TRUE,SYNTHETIC_WORK_ORDER
REL0000193,PRJ000063,SYN_VENDOR_026,SUPPLIED_BY,593687,FALSE,SUPPLY_ORDER_REGISTER
REL0000194,PRJ000063,SYN_VENDOR_026,PAID_TO,553100,TRUE,FUND_TRANSACTION_LEDGER
REL0000195,PRJ000063,SYN_CONTRACTOR_082,PAID_TO,432000,FALSE,FUND_TRANSACTION_LEDGER
REL0000196,PRJ000064,SYN_AGENCY_007,IMPLEMENTED_BY,2525700,TRUE,MPLADS_SANCTION_ORDER
REL0000197,PRJ000064,SYN_CONTRACTOR_002,EXECUTED_BY,1874709,TRUE,SYNTHETIC_WORK_ORDER
REL0000198,PRJ000064,SYN_VENDOR_057,SUPPLIED_BY,1510879,FALSE,SUPPLY_ORDER_REGISTER
REL0000199,PRJ000064,SYN_VENDOR_057,PAID_TO,1466400,TRUE,FUND_TRANSACTION_LEDGER
REL0000200,PRJ000065,SYN_AGENCY_004,IMPLEMENTED_BY,2966100,TRUE,MPLADS_SANCTION_ORDER
REL0000201,PRJ000065,SYN_CONTRACTOR_084,EXECUTED_BY,2627470,TRUE,SYNTHETIC_WORK_ORDER
REL0000202,PRJ000065,SYN_CONTRACTOR_084,PAID_TO,313500,TRUE,FUND_TRANSACTION_LEDGER
REL0000203,PRJ000066,SYN_AGENCY_079,IMPLEMENTED_BY,2938000,TRUE,MPLADS_SANCTION_ORDER
REL0000204,PRJ000066,SYN_CONTRACTOR_085,EXECUTED_BY,2388790,TRUE,SYNTHETIC_WORK_ORDER
REL0000205,PRJ000066,SYN_CONTRACTOR_085,PAID_TO,2345600,TRUE,FUND_TRANSACTION_LEDGER
REL0000206,PRJ000066,SYN_GOVAGENCY_018,ASSOCIATED_WITH,0,FALSE,MPLADS_WORK_FILE
REL0000207,PRJ000067,SYN_AGENCY_031,IMPLEMENTED_BY,2950400,TRUE,MPLADS_SANCTION_ORDER
REL0000208,PRJ000067,SYN_VENDOR_030,SUPPLIED_BY,650226,TRUE,SUPPLY_ORDER_REGISTER
REL0000209,PRJ000067,SYN_VENDOR_030,PAID_TO,623400,TRUE,FUND_TRANSACTION_LEDGER
REL0000210,PRJ000068,SYN_AGENCY_001,IMPLEMENTED_BY,1559700,TRUE,MPLADS_SANCTION_ORDER
REL0000211,PRJ000068,SYN_VENDOR_061,SUPPLIED_BY,931990,TRUE,SUPPLY_ORDER_REGISTER
REL0000212,PRJ000068,SYN_VENDOR_061,PAID_TO,899300,TRUE,FUND_TRANSACTION_LEDGER
REL0000213,PRJ000069,SYN_AGENCY_049,IMPLEMENTED_BY,3266200,TRUE,MPLADS_SANCTION_ORDER
REL0000214,PRJ000069,SYN_CONTRACTOR_088,EXECUTED_BY,2823483,TRUE,SYNTHETIC_WORK_ORDER
REL0000215,PRJ000069,SYN_VENDOR_092,SUPPLIED_BY,814437,FALSE,SUPPLY_ORDER_REGISTER
REL0000216,PRJ000069,SYN_CONTRACTOR_088,PAID_TO,1240300,TRUE,FUND_TRANSACTION_LEDGER
REL0000217,PRJ000069,SYN_VENDOR_092,PAID_TO,803800,FALSE,FUND_TRANSACTION_LEDGER
REL0000218,PRJ000070,SYN_AGENCY_018,IMPLEMENTED_BY,1998300,TRUE,MPLADS_SANCTION_ORDER
REL0000219,PRJ000070,SYN_CONTRACTOR_001,EXECUTED_BY,1490978,TRUE,SYNTHETIC_WORK_ORDER
REL0000220,PRJ000071,SYN_AGENCY_019,IMPLEMENTED_BY,2265300,TRUE,MPLADS_SANCTION_ORDER
REL0000221,PRJ000072,SYN_AGENCY_057,IMPLEMENTED_BY,818500,TRUE,MPLADS_SANCTION_ORDER
REL0000222,PRJ000072,SYN_CONTRACTOR_112,EXECUTED_BY,628202,TRUE,SYNTHETIC_WORK_ORDER
